;WOZ;Global;Direkt;Diffus
320237;2016-08-12 06:00:00;52.77777777777778;0.0;52.77777777777778
320238;2016-08-12 07:00:00;88.88888888888889;2.7777777777777715;86.11111111111111
320239;2016-08-12 08:00:00;161.11111111111111;5.555555555555543;155.55555555555557
320240;2016-08-12 09:00:00;322.22222222222223;47.22222222222223;275.0
320241;2016-08-12 10:00:00;252.7777777777778;8.333333333333343;244.44444444444446
320242;2016-08-12 11:00:00;169.44444444444446;2.7777777777777715;166.66666666666669
320243;2016-08-12 12:00:00;197.22222222222223;5.555555555555543;191.66666666666669
320244;2016-08-12 13:00:00;219.44444444444446;5.555555555555571;213.88888888888889
320245;2016-08-12 14:00:00;202.77777777777777;5.555555555555543;197.22222222222223
320246;2016-08-12 15:00:00;169.44444444444446;11.111111111111114;158.33333333333334
320247;2016-08-12 16:00:00;125.0;2.7777777777777715;122.22222222222223
320248;2016-08-12 17:00:00;175.0;8.333333333333314;166.66666666666669
320249;2016-08-12 18:00:00;63.88888888888889;0.0;63.88888888888889
320250;2016-08-12 19:00:00;13.88888888888889;0.0;13.88888888888889
320251;2016-08-12 20:00:00;0.0;0.0;0.0
320252;2016-08-12 21:00:00;0.0;0.0;0.0
320253;2016-08-12 22:00:00;0.0;0.0;0.0
320254;2016-08-12 23:00:00;0.0;0.0;0.0
320255;2016-08-13 00:00:00;0.0;0.0;0.0
320256;2016-08-13 01:00:00;0.0;0.0;0.0
320257;2016-08-13 02:00:00;0.0;0.0;0.0
320258;2016-08-13 03:00:00;0.0;0.0;0.0
320259;2016-08-13 04:00:00;0.0;0.0;0.0
320260;2016-08-13 05:00:00;5.555555555555555;0.0;5.555555555555555
320261;2016-08-13 06:00:00;44.44444444444444;2.7777777777777715;41.66666666666667
320262;2016-08-13 07:00:00;55.55555555555556;0.0;55.55555555555556
320263;2016-08-13 08:00:00;113.8888888888889;2.7777777777777857;111.11111111111111
320264;2016-08-13 09:00:00;105.55555555555556;0.0;105.55555555555556
320265;2016-08-13 10:00:00;216.66666666666669;25.0;191.66666666666669
320266;2016-08-13 11:00:00;425.0;80.55555555555554;344.44444444444446
320267;2016-08-13 12:00:00;288.8888888888889;13.888888888888914;275.0
320268;2016-08-13 13:00:00;169.44444444444446;5.555555555555571;163.88888888888889
320269;2016-08-13 14:00:00;155.55555555555557;5.555555555555571;150.0
320270;2016-08-13 15:00:00;297.22222222222223;38.88888888888886;258.33333333333337
320271;2016-08-13 16:00:00;269.44444444444446;94.44444444444446;175.0
320272;2016-08-13 17:00:00;266.6666666666667;119.44444444444446;147.22222222222223
320273;2016-08-13 18:00:00;88.88888888888889;11.1111111111111;77.77777777777779
320274;2016-08-13 19:00:00;50.0;2.7777777777777786;47.22222222222222
320275;2016-08-13 20:00:00;2.7777777777777777;0.0;2.7777777777777777
320276;2016-08-13 21:00:00;0.0;0.0;0.0
320277;2016-08-13 22:00:00;0.0;0.0;0.0
320278;2016-08-13 23:00:00;0.0;0.0;0.0
320279;2016-08-14 00:00:00;0.0;0.0;0.0
320280;2016-08-14 01:00:00;0.0;0.0;0.0
320281;2016-08-14 02:00:00;0.0;0.0;0.0
320282;2016-08-14 03:00:00;0.0;0.0;0.0
320283;2016-08-14 04:00:00;0.0;0.0;0.0
320284;2016-08-14 05:00:00;11.11111111111111;5.555555555555555;5.555555555555555
320285;2016-08-14 06:00:00;94.44444444444444;38.888888888888886;55.55555555555556
320286;2016-08-14 07:00:00;219.44444444444446;163.8888888888889;55.55555555555556
320287;2016-08-14 08:00:00;380.55555555555554;283.3333333333333;97.22222222222223
320288;2016-08-14 09:00:00;222.22222222222223;5.555555555555543;216.66666666666669
320289;2016-08-14 10:00:00;297.22222222222223;11.111111111111086;286.11111111111114
320290;2016-08-14 11:00:00;469.44444444444446;161.1111111111111;308.33333333333337
320291;2016-08-14 12:00:00;305.55555555555554;58.333333333333314;247.22222222222223
320292;2016-08-14 13:00:00;350.0;69.44444444444446;280.55555555555554
320293;2016-08-14 14:00:00;586.1111111111111;297.2222222222222;288.8888888888889
320294;2016-08-14 15:00:00;505.5555555555556;316.66666666666674;188.88888888888889
320295;2016-08-14 16:00:00;363.8888888888889;169.44444444444446;194.44444444444446
320296;2016-08-14 17:00:00;202.77777777777777;27.77777777777777;175.0
320297;2016-08-14 18:00:00;158.33333333333334;36.111111111111114;122.22222222222223
320298;2016-08-14 19:00:00;94.44444444444444;38.888888888888886;55.55555555555556
320299;2016-08-14 20:00:00;8.333333333333334;2.7777777777777786;5.555555555555555
320300;2016-08-14 21:00:00;0.0;0.0;0.0
320301;2016-08-14 22:00:00;0.0;0.0;0.0
320302;2016-08-14 23:00:00;0.0;0.0;0.0
320303;2016-08-15 00:00:00;0.0;0.0;0.0
320304;2016-08-15 01:00:00;0.0;0.0;0.0
320305;2016-08-15 02:00:00;0.0;0.0;0.0
320306;2016-08-15 03:00:00;0.0;0.0;0.0
320307;2016-08-15 04:00:00;0.0;0.0;0.0
320308;2016-08-15 05:00:00;5.555555555555555;0.0;5.555555555555555
320309;2016-08-15 06:00:00;44.44444444444444;2.7777777777777715;41.66666666666667
320310;2016-08-15 07:00:00;130.55555555555557;5.555555555555571;125.0
320311;2016-08-15 08:00:00;208.33333333333334;19.444444444444457;188.88888888888889
